elevation,slope,aspect,lst,ndvi,precip,fire_label
205.0,89.99231,295.0169,29.614950126174154,0.34966720268339796,246.42591001414212,1
3892.0,89.99932,326.30994,12.22591415828469,0.5963950756281046,246.06760892271302,0
2346.0,89.99934,112.41269,17.800927990098607,0.7448903878411186,311.0043369139757,0
1698.0,89.99769,242.96915,22.30497716506219,0.7722647573715455,662.0399041747385,0
229.0,89.98939,90.0,27.179631490533346,0.5000707994016751,391.4556009465459,0
548.0,89.99934,26.02959,32.754884599677574,0.4000381882374091,105.34557502045114,1
490.0,89.99762,237.20047,35.500930936368,0.4589590374718686,74.24130894682631,1
526.0,89.99765,334.85522,32.20504218400028,0.4405333691800058,74.5465845140099,1
489.0,89.9968,241.50436,32.08335087772373,0.5086220381292099,74.40682784205237,1
487.0,89.99862,266.26862,30.208245280960227,0.5400732144857743,95.45866046988411,1
592.0,89.99724,152.8787,30.43047369095921,0.5876669941200814,95.49410038660459,1
221.0,89.98727,143.1301,36.07800569385665,0.24714043334529673,86.66398633981511,1
206.0,89.98576,333.43494,36.25782482143929,0.2798621013693551,83.85174856738016,1
211.0,89.978165,30.963757,36.666777920290684,0.2880421602311499,83.75695403572509,1
2097.0,89.99886,4.085617,24.613799331609616,0.6859467598801029,204.87058916789334,0
815.0,89.998566,295.4077,29.105338641976754,0.5946090184635435,95.96422638716083,0
2199.0,89.998726,160.11484,22.04228312194816,0.6209374774616957,110.86071387026723,0
1315.0,89.99886,87.95459,28.895819313518256,0.5300766860201254,103.81796161804286,0
5351.0,89.99653,17.44719,-4.720175929795872,-0.03929790518162824,137.266795517772,0
230.0,89.98883,105.25512,28.62758128564292,0.42288558781173974,48.65209115363758,1
956.0,89.998604,270.62958,25.21372786466887,0.5540371049048141,128.62878139693277,0
1751.0,89.99917,159.66382,15.327635195747755,0.5476226252241017,97.87922052464782,1
1627.0,89.999504,313.41766,16.37526679842243,0.4458891723052723,92.44451583484526,1
247.0,89.99126,164.0546,28.287420205584393,0.5233910867617635,330.56646385634883,1
217.0,89.95974,71.56505,28.079814560417624,0.44932102968826815,590.1021203385875,1
217.0,89.979866,18.434952,27.772179018009385,0.5073414879184255,587.0689146999803,1
849.0,89.9988,357.83893,23.066821403462242,0.8388461291693315,647.5443990740338,0
1514.0,89.99785,92.910835,16.21606602795449,0.6688743193705211,8.345130282078523,1
1817.0,89.99943,266.63354,15.671457555720803,0.6123531901672237,8.550639952414972,1
